date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:15:23	772/772	---M-Z	200	added ('OK')	text/css	etag:%22304-65049b41-66078f11309df3bf;gz%22	https://theearth.ngo/public/web/assets/css/jquery.bootstrap-touchspin.css	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/css/jquery.bootstrap-touchspin.css	(from https://theearth.ngo/photo-gallery)
10:15:23	38907/38907	---M-Z	200	added ('OK')	text/css	etag:%2297fb-65049b41-a56e6f387a5aa889;gz%22	https://theearth.ngo/public/web/assets/css/color.css	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/css/color.css	(from https://theearth.ngo/photo-gallery)
10:15:24	39964/39964	---M-Z	200	added ('OK')	text/css	etag:%229c1c-65049b41-ed0b80ce067c5016;gz%22	https://theearth.ngo/public/web/assets/css/responsive.css	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/css/responsive.css	(from https://theearth.ngo/photo-gallery)
10:15:24	333997/333997	---M-Z	200	added ('OK')	text/css	etag:%22518ad-65049b41-951802342bdfc05d;gz%22	https://theearth.ngo/public/web/assets/css/style.css	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/css/style.css	(from https://theearth.ngo/photo-gallery)
10:15:25	5960/5960	---M-Z	200	added ('OK')	text/css	etag:%221748-650be096-6058551aca7bc16;gz%22	https://theearth.ngo/public/web/assets/css/required.css	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/css/required.css	(from https://theearth.ngo/photo-gallery)
10:15:25	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	D:/My%20Web%20Sites/n_Ngo/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://theearth.ngo/photo-gallery)
10:15:26	43738/43738	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Nov%202023%2004:45:25%20GMT	https://theearth.ngo/assets/images/shape/shape-1.png	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/assets/images/shape/shape-1.png	(from https://theearth.ngo/photo-gallery)
10:15:26	1120/1120	---M--	200	added ('OK')	image/gif	etag:%22460-65049b41-b27d9368a8eaa094;;;%22	https://theearth.ngo/public/newicon.gif	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/newicon.gif	(from https://theearth.ngo/photo-gallery)
10:15:27	69087/69087	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:26%20GMT	https://theearth.ngo/	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/index.html	(from https://theearth.ngo/photo-gallery)
10:15:28	63004/63004	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:27%20GMT	https://theearth.ngo/donate	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/donate.html	(from https://theearth.ngo/photo-gallery)
10:15:29	47695/47695	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:28%20GMT	https://theearth.ngo/login	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/login.html	(from https://theearth.ngo/photo-gallery)
10:15:29	52299/52299	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:28%20GMT	https://theearth.ngo/register	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/register.html	(from https://theearth.ngo/photo-gallery)
10:15:30	46480/46480	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:29%20GMT	https://theearth.ngo/about-us/about	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/about-us/about.html	(from https://theearth.ngo/photo-gallery)
10:15:30	46034/46034	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:29%20GMT	https://theearth.ngo/our-team	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/our-team.html	(from https://theearth.ngo/photo-gallery)
10:15:30	48930/48930	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:30%20GMT	https://theearth.ngo/linkage-authorization	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/linkage-authorization.html	(from https://theearth.ngo/photo-gallery)
10:15:31	52463/52463	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:30%20GMT	https://theearth.ngo/faqs	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/faqs.html	(from https://theearth.ngo/photo-gallery)
10:15:31	49298/49298	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:31%20GMT	https://theearth.ngo/works/SDG%20-5	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/works/SDG%20-5.html	(from https://theearth.ngo/photo-gallery)
10:15:32	44521/44521	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:31%20GMT	https://theearth.ngo/works/SDG%20-11	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/works/SDG%20-11.html	(from https://theearth.ngo/photo-gallery)
10:15:32	44521/44521	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:32%20GMT	https://theearth.ngo/works/SDG%20-13	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/works/SDG%20-13.html	(from https://theearth.ngo/photo-gallery)
10:15:33	44521/44521	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:32%20GMT	https://theearth.ngo/works/SDG%20-16	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/works/SDG%20-16.html	(from https://theearth.ngo/photo-gallery)
10:15:33	44499/44499	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:33%20GMT	https://theearth.ngo/our-campaigns/35	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/our-campaigns/35.html	(from https://theearth.ngo/photo-gallery)
10:15:34	44425/44425	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:33%20GMT	https://theearth.ngo/our-campaigns/36	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/our-campaigns/36.html	(from https://theearth.ngo/photo-gallery)
10:15:34	44425/44425	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:33%20GMT	https://theearth.ngo/our-campaigns/37	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/our-campaigns/37.html	(from https://theearth.ngo/photo-gallery)
10:15:35	44501/44501	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:34%20GMT	https://theearth.ngo/our-campaigns/38	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/our-campaigns/38.html	(from https://theearth.ngo/photo-gallery)
10:15:35	54074/54074	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:34%20GMT	https://theearth.ngo/join-us	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/join-us.html	(from https://theearth.ngo/photo-gallery)
10:15:35	46160/46160	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:35%20GMT	https://theearth.ngo/member/verification	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/member/verification.html	(from https://theearth.ngo/photo-gallery)
10:15:36	54053/54053	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:35%20GMT	https://theearth.ngo/volunteer/form	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/volunteer/form.html	(from https://theearth.ngo/photo-gallery)
10:15:36	46341/46341	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:36%20GMT	https://theearth.ngo/volunteer/verification	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/volunteer/verification.html	(from https://theearth.ngo/photo-gallery)
10:15:37	55587/55587	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:36%20GMT	https://theearth.ngo/Internship/form	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/Internship/form.html	(from https://theearth.ngo/photo-gallery)
10:15:37	46364/46364	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:37%20GMT	https://theearth.ngo/Intern/verification	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/Intern/verification.html	(from https://theearth.ngo/photo-gallery)
10:15:37	45948/45948	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:37%20GMT	https://theearth.ngo/Intern/Certificate	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/Intern/Certificate.html	(from https://theearth.ngo/photo-gallery)
10:15:38	52646/52646	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:37%20GMT	https://theearth.ngo/event	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/event.html	(from https://theearth.ngo/photo-gallery)
10:15:39	48418/48418	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:38%20GMT	https://theearth.ngo/past-event	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/past-event.html	(from https://theearth.ngo/photo-gallery)
10:15:39	45626/45626	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:38%20GMT	https://theearth.ngo/our/achievement	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/our/achievement.html	(from https://theearth.ngo/photo-gallery)
10:15:39	45904/45904	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:39%20GMT	https://theearth.ngo/our/stories	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/our/stories.html	(from https://theearth.ngo/photo-gallery)
10:15:40	47666/47666	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:39%20GMT	https://theearth.ngo/news	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/news.html	(from https://theearth.ngo/photo-gallery)
10:15:40	45613/45613	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:40%20GMT	https://theearth.ngo/press-release	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/press-release.html	(from https://theearth.ngo/photo-gallery)
10:15:41	49713/49713	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:40%20GMT	https://theearth.ngo/job	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/job.html	(from https://theearth.ngo/photo-gallery)
10:15:41	47305/47305	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:41%20GMT	https://theearth.ngo/our/blog	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/our/blog.html	(from https://theearth.ngo/photo-gallery)
10:15:42	45852/45852	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:41%20GMT	https://theearth.ngo/videos	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/videos.html	(from https://theearth.ngo/photo-gallery)
10:15:42	49446/49446	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:42%20GMT	https://theearth.ngo/contact	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/contact.html	(from https://theearth.ngo/photo-gallery)
10:15:43	118566/118566	---M--	200	added ('OK')	image/jpeg	etag:%221cf26-65049b41-c29b0f1116fb1b87;;;%22	https://theearth.ngo/public/uploads/bg/1533890763_HPGioEHCMqHTwbAhQUez_15338907632542_websites_2018_08_25_3cf001c3-0382-956d-565b-7ae36561f653.jpeg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/bg/1533890763_HPGioEHCMqHTwbAhQUez_15338907632542_websites_2018_08_25_3cf001c3-0382-956d-565b-7ae36561f653.jpg	(from https://theearth.ngo/photo-gallery)
10:15:44	76781/76781	---M--	200	added ('OK')	image/jpeg	etag:%2212bed-65049b41-cd1c136e2526fe3f;;;%22	https://theearth.ngo/public/uploads/gallery/image/1455023014.jpg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/gallery/image/1455023014.jpg	(from https://theearth.ngo/photo-gallery)
10:15:44	113184/113184	---M--	200	added ('OK')	image/jpeg	etag:%221ba20-65049b41-8ac2a75495f0c283;;;%22	https://theearth.ngo/public/uploads/gallery/image/1293079130.jpg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/gallery/image/1293079130.jpg	(from https://theearth.ngo/photo-gallery)
10:15:45	39609/39609	---M--	200	added ('OK')	image/jpeg	etag:%229ab9-65049b41-5f237651b584d116;;;%22	https://theearth.ngo/public/uploads/gallery/image/1190420505.jpg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/gallery/image/1190420505.jpg	(from https://theearth.ngo/photo-gallery)
10:15:46	114242/114242	---M--	200	added ('OK')	image/jpeg	etag:%221be42-65049b41-b99a429d0d564a7c;;;%22	https://theearth.ngo/public/uploads/gallery/image/40422768.jpg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/gallery/image/40422768.jpg	(from https://theearth.ngo/photo-gallery)
10:15:46	124248/124248	---M--	200	added ('OK')	image/jpeg	etag:%221e558-65049b41-256805a88e4a7366;;;%22	https://theearth.ngo/public/uploads/gallery/image/1804423506.jpg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/gallery/image/1804423506.jpg	(from https://theearth.ngo/photo-gallery)
10:15:46	32359/32359	---M--	200	added ('OK')	image/jpeg	etag:%227e67-65049b41-3bc3387aed25ba2a;;;%22	https://theearth.ngo/public/uploads/gallery/image/2003271605.jpg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/gallery/image/2003271605.jpg	(from https://theearth.ngo/photo-gallery)
10:15:48	30812/30812	---M--	200	added ('OK')	image/jpeg	etag:%22785c-65049b41-cda8e14d2aa909f5;;;%22	https://theearth.ngo/public/uploads/gallery/image/301329228.jpg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/gallery/image/301329228.jpg	(from https://theearth.ngo/photo-gallery)
10:15:48	118474/118474	---M--	200	added ('OK')	image/jpeg	etag:%221ceca-65049b41-2d9b965f7084f153;;;%22	https://theearth.ngo/public/uploads/gallery/image/1460321400.jpg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/gallery/image/1460321400.jpg	(from https://theearth.ngo/photo-gallery)
10:15:48	656538/656538	---M--	200	added ('OK')	image/jpeg	etag:%22a049a-65049b41-2bb0fea706a2d4e;;;%22	https://theearth.ngo/public/uploads/gallery/image/1824169589.jpg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/gallery/image/1824169589.jpg	(from https://theearth.ngo/photo-gallery)
10:15:49	48581/48581	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:49%20GMT	https://theearth.ngo/our/links/privacy-and-policy	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/our/links/privacy-and-policy.html	(from https://theearth.ngo/photo-gallery)
10:15:50	48312/48312	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:49%20GMT	https://theearth.ngo/our/links/term-conditions	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/our/links/term-conditions.html	(from https://theearth.ngo/photo-gallery)
10:15:50	46308/46308	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202023%2004:45:50%20GMT	https://theearth.ngo/our/links/refund-cancellation	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/our/links/refund-cancellation.html	(from https://theearth.ngo/photo-gallery)
10:15:51	97168/97168	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217b90-65049b41-402d33e0b1bbea05;gz%22	https://theearth.ngo/public/web/assets/js/jquery.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/jquery.js	(from https://theearth.ngo/photo-gallery)
10:15:51	20498/20498	---M-Z	200	added ('OK')	application/x-javascript	etag:%225012-65049b41-f82791846f9109b3;gz%22	https://theearth.ngo/public/web/assets/js/popper.min.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/popper.min.js	(from https://theearth.ngo/photo-gallery)
10:15:52	60010/60010	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ea6a-65049b41-fe702cf50cd58fa;gz%22	https://theearth.ngo/public/web/assets/js/bootstrap.min.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/bootstrap.min.js	(from https://theearth.ngo/photo-gallery)
10:15:52	498214/498214	---M--	200	added ('OK')	image/jpeg	etag:%2279a26-65049b41-99f8076519c68357;;;%22	https://theearth.ngo/public/uploads/gallery/image/1042074825.jpg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/gallery/image/1042074825.jpg	(from https://theearth.ngo/photo-gallery)
10:15:52	89992/89992	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215f88-65049b41-4bdabe8ad3100450;gz%22	https://theearth.ngo/public/web/assets/js/owl.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/owl.js	(from https://theearth.ngo/photo-gallery)
10:15:53	127947/127947	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f3cb-65049b41-470ba376ea6cc31f;gz%22	https://theearth.ngo/public/web/assets/js/swiper.min.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/swiper.min.js	(from https://theearth.ngo/photo-gallery)
10:15:53	6300/6300	---M-Z	200	added ('OK')	application/x-javascript	etag:%22189c-65049b41-fff68687cbe07ab9;gz%22	https://theearth.ngo/public/web/assets/js/wow.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/wow.js	(from https://theearth.ngo/photo-gallery)
10:15:53	36157/36157	---M-Z	200	added ('OK')	application/x-javascript	etag:%228d3d-65049b41-12a7c382274811f1;gz%22	https://theearth.ngo/public/web/assets/js/validation.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/validation.js	(from https://theearth.ngo/photo-gallery)
10:15:54	154104/154104	---M-Z	200	added ('OK')	application/x-javascript	etag:%22259f8-65049b41-87e0ceecceaa0b1c;gz%22	https://theearth.ngo/public/web/assets/js/jquery.fancybox.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/jquery.fancybox.js	(from https://theearth.ngo/photo-gallery)
10:15:54	4379/4379	---M-Z	200	added ('OK')	application/x-javascript	etag:%22111b-65049b41-1df50d001acd365a;gz%22	https://theearth.ngo/public/web/assets/js/appear.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/appear.js	(from https://theearth.ngo/photo-gallery)
10:15:55	40547/40547	---M-Z	200	added ('OK')	application/x-javascript	etag:%229e63-65049b41-ac7b5ddb48f32f1a;gz%22	https://theearth.ngo/public/web/assets/js/scrollbar.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/scrollbar.js	(from https://theearth.ngo/photo-gallery)
10:15:55	37779/37779	---M-Z	200	added ('OK')	application/x-javascript	etag:%229393-65049b41-31e18ad53db6e193;gz%22	https://theearth.ngo/public/web/assets/js/isotope.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/isotope.js	(from https://theearth.ngo/photo-gallery)
10:15:56	1086/1086	---M-Z	200	added ('OK')	application/x-javascript	etag:%2243e-65049b41-f7ea6d5891888cb6;gz%22	https://theearth.ngo/public/web/assets/js/nav-tool.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/nav-tool.js	(from https://theearth.ngo/photo-gallery)
10:15:56	19546/19546	---M-Z	200	added ('OK')	application/x-javascript	etag:%224c5a-65049b41-f91bad8993680800;gz%22	https://theearth.ngo/public/web/assets/js/jquery.bootstrap-touchspin.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/jquery.bootstrap-touchspin.js	(from https://theearth.ngo/photo-gallery)
10:15:57	137804/137804	---M--	200	added ('OK')	image/jpeg	etag:%2221a4c-65049b41-d031169cafdf9bcf;;;%22	https://theearth.ngo/public/uploads/gallery/image/415536078.jpg	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/uploads/gallery/image/415536078.jpg	(from https://theearth.ngo/photo-gallery)
10:15:57	10322/10322	---M-Z	200	added ('OK')	application/x-javascript	etag:%222852-65049b41-f5408f8330193c0f;gz%22	https://theearth.ngo/public/web/assets/js/countdown.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/countdown.js	(from https://theearth.ngo/photo-gallery)
10:15:57	12289/12289	---M-Z	200	added ('OK')	application/x-javascript	etag:%223001-65049b41-6715309e1e0227c;gz%22	https://theearth.ngo/public/web/assets/js/plugins.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/plugins.js	(from https://theearth.ngo/photo-gallery)
10:15:58	531/531	---M-Z	200	added ('OK')	application/x-javascript	etag:%22213-65049b41-c5a609ce49dafc9d;gz%22	https://theearth.ngo/public/web/assets/js/text_animation.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/text_animation.js	(from https://theearth.ngo/photo-gallery)
10:15:58	16777/16777	---M-Z	200	added ('OK')	application/x-javascript	etag:%224189-65049b41-b6d32776d80f0ea5;gz%22	https://theearth.ngo/public/web/assets/js/script.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/js/script.js	(from https://theearth.ngo/photo-gallery)
10:15:59	40802/40802	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f62-65049b41-8ac25e58a41236f0;gz%22	https://theearth.ngo/public/assets/plugins/sweetalert/sweetalert.min.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/assets/plugins/sweetalert/sweetalert.min.js	(from https://theearth.ngo/photo-gallery)
10:15:59	2914/2914	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b62-65049b41-3ea5eec4c00f661b;gz%22	https://theearth.ngo/public/assets/plugins/sweetalert/ac-alert.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/assets/plugins/sweetalert/ac-alert.js	(from https://theearth.ngo/photo-gallery)
10:16:01	625181/625181	---M-Z	200	added ('OK')	application/x-javascript	etag:%2298a1d-65049b41-49baa9463980cec4;gz%22	https://theearth.ngo/public/assets/plugins/tinymce/tinymce.min.js	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/assets/plugins/tinymce/tinymce.min.js	(from https://theearth.ngo/photo-gallery)
10:16:01	129924/129924	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fb84-65049b41-769456231d3b77e3;gz%22	https://theearth.ngo/public/web/assets/fonts/fa-brands-400.eot	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/fonts/fa-brands-400.eot	(from https://theearth.ngo/public/web/assets/css/font-awesome-all.css)
10:16:01	129924/129924	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fb84-65049b41-44b4e694494658e4;gz%22	https://theearth.ngo/public/web/assets/fonts/fa-brands-400d41d.eot?	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/fonts/fa-brands-400d41dd41d.eot	(from https://theearth.ngo/public/web/assets/css/font-awesome-all.css)
10:16:02	74700/74700	---M--	200	added ('OK')	font/woff2	etag:%22123cc-65049b41-6a9b624d059abfc9;;;%22	https://theearth.ngo/public/web/assets/fonts/fa-brands-400.woff2	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/fonts/fa-brands-400.woff2	(from https://theearth.ngo/public/web/assets/css/font-awesome-all.css)
10:16:02	87688/87688	---M--	200	added ('OK')	application/font-woff	etag:%2215688-65049b41-52810e859fe12c17;;;%22	https://theearth.ngo/public/web/assets/fonts/fa-brands-400.woff	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/fonts/fa-brands-400.woff	(from https://theearth.ngo/public/web/assets/css/font-awesome-all.css)
10:16:03	129620/129620	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221fa54-65049b41-f853b3307185120d;gz%22	https://theearth.ngo/public/web/assets/fonts/fa-brands-400.ttf	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/fonts/fa-brands-400.ttf	(from https://theearth.ngo/public/web/assets/css/font-awesome-all.css)
10:16:03	1238/1238	---M-Z	200	added ('OK')	text/html	etag:%224d6-65049b41-4efb4d56479d53ab;gz%22	https://theearth.ngo/public/web/assets/fonts/fa-brands-400.html	D:/My%20Web%20Sites/n_Ngo/theearth.ngo/public/web/assets/fonts/fa-brands-400.html	(from https://theearth.ngo/public/web/assets/css/font-awesome-all.css)
